"Timestamp","Do you currently work in software testing?","Have you previously worked in software testing?","Since leaving testing, do you still work in an Information Technology / Computing based role?","Why did you leave testing?","Were you happy in your most recent testing job?","Would you work in testing again?","Are you happy in your CURRENT testing job?","How likely are you to look for a new testing job within the next 12 months?","How likely are you to look for job outside of testing within the next 12 months?","What do you enjoy about software testing?","What made you apply for your FIRST testing job?","How likely are you to recommend testing as a career to others?","How much testing experience do you have?","Which industries have you tested in?","Did you have a different job before you started testing? ","What is your highest qualification?","Did you study Computing, Computer Science or a computer related subject?","While you were studying did you know you wanted to work in testing?","Have you attended any of the following training courses and if so how were they? [Rapid Software Testing]","Have you attended any of the following training courses and if so how were they? [AST BBST Foundations]","Have you attended any of the following training courses and if so how were they? [AST BBST Bug Advocacy]","Have you attended any of the following training courses and if so how were they? [AST BBST Test Design]","Have you attended any of the following training courses and if so how were they? [ISEB/ISTQB Foundation]","Have you attended any of the following training courses and if so how were they? [ISEB/ISTQB Advanced]","Have you attended any of the following training courses and if so how were they? [ISEB/ISTQB Expert]","In your current (or most recent) testing job, how long did it take you to ""get up to speed""?","Do you believe other testing jobs are better than your current (or most recent) testing job?","Would the thought of having to ""get up to speed"" at a new company put you off applying for another testing job?","The testing expectations placed upon me are achievable.","I feel like part of the team.","I am usually excluded when decisions are made.","Absolutely everyone I work with cares about quality.","There is no automated testing.","My performance is measured using metrics (like total bug count).","I have access to all the tools and resources I require to perform effectively.","I feel my employer values my technical skills.","People don't share important information with me and I am kept in the dark.","I get to work collaboratively with others.","Technical debt is taken seriously and addressed in a timely manner.","I feel there are opportunities for me to progress and take on more responsibility.","In my current workplace I feel people do not appreciate the role testing plays in development.","There are high levels of staff retention and everyone is very loyal to the company.","When I make a decision, I feel my judgment is trusted.","Code frequently breaks in the production environment and need to be fixed or patched.","It is expected that I will work unpaid over-time.","Developers are seen as superior to testers within my organisation","I am forced to sign disclaimers stating software contains no bugs.","My company supports me to attend training courses, workshops or conferences.","I feel like I am making a positive difference.","Management lacks understanding of my role and frequently has unrealistic expectations.","There is not enough time test things to my satisfaction.","I am blamed for missed bugs."
"2016/05/09 11:57:49 AM GMT+1","Yes","","","","","","Yes","Not sure","Very unlikely","Improving software quality;Learning new things;Thinking critically;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas;Seeing the big picture;Working on a variety of different tasks","I wanted to work with technology and computers;Someone who was not a tester recommended testing to me;I thought testing had good career prospects and progression","Likely","10 - 20 years","Business;Finance;Insurance;Sales;Education","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","5","2","0","0","0","0","0","3 months","No","No","True","True","False","True","True","False","False","True","False","True","False","True","True","False","True","False","True","True","False","True","True","True","True","False"
"2016/05/09 12:39:01 PM GMT+1","Yes","","","","","","Yes","Not sure","Unlikely","Improving software quality;Asking questions;Learning new things;Working in a team;Seeing the big picture;Persuading people","It seemed interesting;Knew how to code but I did not want to work as a developer;I thought testing would be easy","Likely","5 - 10 years","Communications;Retail, gambling","No, my very first job was a testing job.","Foundation course","Yes","No","0","0","0","0","3","0","0","6 months","Yes","No","True","True","False","False","True","False","True","True","False","True","False","True","False","False","True","True","False","False","False","True","True","True","True","False"
"2016/05/09 1:09:28 PM GMT+1","Yes","","","","","","Yes","Likely","Unlikely","Overcoming challenges;Improving software quality;Asking questions;Learning new things;Thinking critically;Solving problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Seeing the big picture;Persuading people","I wanted a new challenge;It seemed interesting;I did not like my previous job;Knew how to code but I did not want to work as a developer;I knew other testers which recommended testing to me;My company was trying to hire testers and I wanted to change my role;I studied computing and saw testing as a way to use this knowledge","Likely","5 - 10 years","Business;Communications;Electronics","Yes, I had a different job before I started testing","A-Levels or equivalent","Yes","No","0","4","0","0","0","0","0","1 month","Yes","No","True","True","True","False","False","True","False","False","True","True","False","False","True","False","False","True","True","True","False","True","True","True","True","False"
"2016/05/09 1:11:39 PM GMT+1","Yes","","","","","","Yes","Not sure","Not sure","Overcoming challenges;Improving software quality;Finding defects;Learning new things;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks","I wanted to work with technology and computers;I was unemployed and needed a job;It seemed interesting","Likely","2 - 5 years","Finance","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","0","0","0","3","0","0","1 month","Yes","No","True","True","False","False","False","False","False","True","False","True","False","True","False","True","True","False","False","False","False","True","True","True","True","False"
"2016/05/09 1:14:47 PM GMT+1","Yes","","","","","","Yes","Not sure","Unlikely","Overcoming challenges;Asking questions;Learning new things;Thinking critically;Solving problems;Seeing the big picture","I wanted a new challenge;Testing paid a higher salary than my previous job;I did not like my previous job;Knew how to code but I did not want to work as a developer;I thought testing would be fun;I thought testing would be better than my previous job;I thought testing had good career prospects and progression","Likely","2 - 5 years","Aerospace;Games","Yes, I had a different job before I started testing","Foundation course","Yes","Yes","0","0","0","0","3","0","0","6 months","Yes","No","True","True","True","False","False","False","False","False","True","True","False","True","False","False","True","True","False","True","False","True","True","False","True","False"
"2016/05/09 1:26:40 PM GMT+1","Yes","","","","","","Yes","Very Likely","Likely","Improving software quality;Asking questions;Finding defects;Thinking critically;Solving problems;Working in a team;Engaging with other testers;Helping people","I was unemployed and needed a job;Testing paid a higher salary than my previous job;It seemed interesting;Knew how to code but I did not want to work as a developer;I knew other testers which recommended testing to me;I thought testing would be fun;I studied computing and saw testing as a way to use this knowledge","Likely","2 - 5 years","Finance;Databases, Microsoft NAV/CRM","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","0","0","0","3","0","0","6 months","No","Yes","True","True","False","False","False","False","True","False","True","True","False","False","True","True","True","False","False","True","False","True","True","True","True","False"
"2016/05/09 2:12:11 PM GMT+1","Yes","","","","","","No","Very Likely","Very unlikely","Finding defects;Learning new things;Prioritising tasks;Generating new ideas;Gaining expert knowledge of a product;Working on a variety of different tasks","I wanted to work with technology and computers;It seemed interesting;I did not like my previous job;I studied computing and saw testing as a way to use this knowledge","Likely","less than a year","Games;Sales;Social Media","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","1","1","1","0","0","0","3 months","No","No","True","True","True","True","True","False","True","True","False","False","True","True","False","False","False","False","False","True","False","True","True","True","True","True"
"2016/05/09 2:54:46 PM GMT+1","Yes","","","","","","No","Unlikely","Likely","None of the above","I was unemployed and needed a job;I applied so I could relocate","Unlikely","1 - 2 years","Pharmaceutical;Scientific","Yes, I had a different job before I started testing","Masters degree","No","No","0","0","0","0","3","0","0","1 month","Yes","No","True","True","False","False","False","False","True","True","False","True","False","False","False","False","True","True","False","True","False","True","False","False","True","True"
"2016/05/09 3:22:05 PM GMT+1","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016/05/09 3:38:17 PM GMT+1","Yes","","","","","","Yes","Unlikely","Unlikely","Improving software quality;Asking questions;Thinking critically;Working in a team;Generating new ideas;Seeing the big picture","Knew how to code but I did not want to work as a developer;My company was trying to hire testers and I wanted to change my role","Likely","5 - 10 years","Business;Energy","Yes, I had a different job before I started testing","None","","","0","0","0","0","2","0","0","3 months","No","Yes","True","True","False","True","False","False","True","True","True","True","False","True","False","True","True","True","False","False","False","True","True","False","True","False"
"2016/05/09 3:56:49 PM GMT+1","Yes","","","","","","Yes","Very Likely","Very unlikely","Asking questions;Finding defects;Learning new things;Thinking critically;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Seeing the big picture;Persuading people","I wanted to work with technology and computers;It seemed interesting;Someone who was not a tester recommended testing to me;I thought testing would be fun;I thought testing would be easy;I thought testing would be better than my previous job;I thought testing had good career prospects and progression","Very Likely","2 - 5 years","Retail, e-commerce","Yes, I had a different job before I started testing","Foundation course","No","Yes","0","0","0","0","3","0","0","3 months","Yes","No","True","True","False","True","False","False","True","True","False","True","False","True","False","True","False","False","True","True","False","True","True","False","True","False"
"2016/05/09 4:40:21 PM GMT+1","Yes","","","","","","Yes","Not sure","Unlikely","Overcoming challenges;Learning new things;Thinking critically;Solving problems;Identifying new problems;Generating new ideas;Helping people;Seeing the big picture;Working on a variety of different tasks","I thought testing would be better than my previous job;I thought testing had good career prospects and progression","Very Likely","5 - 10 years","HR and Travel","Yes, I had a different job before I started testing","Bachelors degree","Yes","Yes","5","5","0","0","0","0","0","6 months","Yes","No","True","True","False","True","True","False","True","True","True","True","True","True","False","True","True","False","False","True","False","True","True","True","True","False"
"2016/05/09 4:52:20 PM GMT+1","Yes","","","","","","Yes","Very Likely","Very unlikely","Overcoming challenges;Improving software quality;Finding defects;Identifying new problems;Working in a team;Generating new ideas;Gaining expert knowledge of a product","I wanted a new challenge;I wanted to work with technology and computers;I thought testing would be fun","Very Likely","10 - 20 years","Social Media","Yes, I had a different job before I started testing","None","","","0","0","0","0","0","0","0","6 months","No","Yes","True","False","True","False","False","True","True","False","True","True","False","False","True","False","True","False","False","True","False","False","True","True","True","False"
"2016/05/09 4:54:19 PM GMT+1","Yes","","","","","","No","Very unlikely","Very Likely","Overcoming challenges;Improving software quality;Learning new things;Thinking critically;Working in a team;Generating new ideas","I wanted a new challenge;I did not like my previous job;I thought testing would be easy","Very Likely","10 - 20 years","Business;Finance;Insurance;Legal;Scientific","Yes, I had a different job before I started testing","Doctorate","Yes","No","0","0","0","0","0","0","0","3 months","Yes","No","True","True","True","False","False","False","True","False","False","True","False","False","False","False","True","True","True","True","False","True","True","True","True","False"
"2016/05/09 5:45:02 PM GMT+1","Yes","","","","","","Yes","Unlikely","Unlikely","Improving software quality;Finding defects;Identifying new problems","I did not like my previous job;I thought testing would be fun;I thought testing would be better than my previous job","Unlikely","2 - 5 years","Games","Yes, I had a different job before I started testing","A-Levels or equivalent","Yes","Yes","0","0","0","0","3","0","0","6 months","Yes","Yes","True","False","True","True","True","True","False","True","True","True","True","True","True","True","True","True","True","True","False","True","True","False","True","False"
"2016/05/09 6:07:33 PM GMT+1","Yes","","","","","","No","Likely","Likely","Overcoming challenges;Improving software quality;Finding defects;Thinking critically;Solving problems;Identifying new problems;Working in a team;Helping people;Seeing the big picture;Preventing disaster","I wanted a new challenge;I wanted to work with technology and computers;I thought testing would be fun","Likely","5 - 10 years","Business;Finance;Sales","Yes, I had a different job before I started testing","A-Levels or equivalent","Yes","No","4","4","4","2","2","2","2","6 months","Yes","No","False","True","True","False","True","True","False","False","False","True","False","False","True","False","False","True","False","False","False","True","False","True","True","False"
"2016/05/09 6:26:29 PM GMT+1","Yes","","","","","","No","Likely","Unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Gaining expert knowledge of a product;Seeing the big picture;Preventing disaster","I wanted to work with technology and computers;I was unemployed and needed a job;I wanted to work in software development but did not know how to code;I wanted to work at a specific company and this company advertised testing as an entry level position","Unlikely","10 - 20 years","Business;Communications;Health","No, my very first job was a testing job.","Bachelors degree","Yes","No","0","0","0","0","0","0","0","6 months","Yes","Yes","False","False","True","False","False","True","True","False","True","True","False","False","False","False","False","True","True","True","False","False","True","True","True","True"
"2016/05/09 6:58:26 PM GMT+1","Yes","","","","","","No","Very Likely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Thinking critically;Identifying new problems;Gaining expert knowledge of a product","It seemed interesting;I thought testing had good career prospects and progression;I studied computing and saw testing as a way to use this knowledge","Not sure","5 - 10 years","Business;Government;Legal","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","0","0","0","5","3","0","1 month","Yes","No","True","True","True","False","True","False","True","False","False","True","False","False","True","True","False","False","False","True","False","False","True","True","True","False"
"2016/05/09 7:11:10 PM GMT+1","Yes","","","","","","Yes","Very Likely","Very unlikely","Overcoming challenges;Asking questions;Learning new things;Thinking critically;Solving problems;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Working on a variety of different tasks","My company was trying to hire testers and I wanted to change my role","Likely","2 - 5 years","Aerospace;Communications;Government;Military","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","0","0","0","2","0","0","3 months","Yes","No","True","False","True","False","False","False","False","False","True","True","False","False","True","False","False","False","True","False","False","True","False","True","False","False"
"2016/05/09 7:43:39 PM GMT+1","Yes","","","","","","Yes","Very Likely","Not sure","Improving software quality;Asking questions;Learning new things;Thinking critically;Solving problems;Assessing and managing risks;Working in a team;Gaining expert knowledge of a product;Seeing the big picture;Working on a variety of different tasks","I wanted a new challenge;I wanted to work with technology and computers;I was unemployed and needed a job;I wanted to work in software development but did not know how to code;I thought testing would be better than my previous job;I thought testing had good career prospects and progression;I saw lots of testing jobs advertised","Likely","2 - 5 years","Betting and travel industry","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","3","2","2","2","1","0","0","1 month","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","True","True","True","False","False","False","True","True","False","False","False"
"2016/05/09 8:26:55 PM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Improving software quality;Learning new things;Thinking critically;Solving problems;Identifying new problems;Generating new ideas","I wanted a new challenge;I wanted to work with technology and computers","Very Likely","2 - 5 years","Finance","Yes, I had a different job before I started testing","A-Levels or equivalent","No","No","0","0","0","0","1","0","0","3 months","Yes","No","True","True","False","True","False","False","False","False","False","True","False","True","False","True","True","False","False","False","False","True","True","False","True","False"
"2016/05/09 10:58:56 PM GMT+1","Yes","","","","","","Yes","Very unlikely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Prioritising tasks;Solving problems;Identifying new problems;Working in a team;Seeing the big picture;Working on a variety of different tasks","I wanted a new challenge;I wanted to work with technology and computers;Testing paid a higher salary than my previous job;It seemed interesting;Knew how to code but I did not want to work as a developer;I knew other testers which recommended testing to me;I thought testing would be fun;I thought testing would be better than my previous job;I thought testing had good career prospects and progression","Very Likely","2 - 5 years","Sales","Yes, I had a different job before I started testing","Foundation course","Yes","Yes","0","0","0","0","4","0","0","1 year","No","No","True","True","True","True","False","False","True","True","True","True","True","True","False","True","True","True","False","False","False","True","True","True","True","False"
"2016/05/10 5:20:47 AM GMT+1","Yes","","","","","","No","Very Likely","Unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Working in a team;Generating new ideas;Gaining expert knowledge of a product;Seeing the big picture;Working on a variety of different tasks","It seemed interesting;I did not like my previous job;I thought testing would be better than my previous job","Not sure","10 - 20 years","Business;Electronics","No, my very first job was a testing job.","Bachelors degree","Yes","No","0","0","0","0","3","3","0","6 months","Yes","No","False","True","False","False","False","False","True","False","False","True","False","True","True","True","False","False","False","True","False","True","True","True","True","False"
"2016/05/10 6:20:43 AM GMT+1","Yes","","","","","","Yes","Not sure","Not sure","Finding defects;Learning new things;Thinking critically;Identifying new problems;Generating new ideas","Testing paid a higher salary than my previous job;Knew how to code but I did not want to work as a developer;I thought testing had good career prospects and progression","Not sure","2 - 5 years","Finance;Gambling","Yes, I had a different job before I started testing","Masters degree","Yes","No","0","0","0","0","0","0","0","3 months","No","No","True","True","True","False","False","False","False","True","False","True","False","True","False","True","False","False","True","True","False","False","True","True","False","False"
"2016/05/10 8:30:17 AM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Improving software quality;Asking questions;Learning new things;Identifying new problems;Assessing and managing risks;Generating new ideas;Seeing the big picture","Knew how to code but I did not want to work as a developer;My company was trying to hire testers and I wanted to change my role","Likely","5 - 10 years","Business;Entertainment","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","0","0","0","0","0","0","6 months","No","Yes","False","True","True","False","False","False","True","True","True","True","True","True","True","True","True","False","False","True","False","True","True","True","True","False"
"2016/05/10 9:45:52 AM GMT+1","No","Yes","Yes I still work in Information Technology / Computing","Career change","Yes","Yes","","","","Improving software quality;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Persuading people","I wanted to work with technology and computers;I was unemployed and needed a job;It seemed interesting;I knew other testers which recommended testing to me;I thought testing had good career prospects and progression;I studied computing and saw testing as a way to use this knowledge","Likely","5 - 10 years","Business;Social Media;Online database","No, my very first job was a testing job.","Masters degree","Yes","No","0","0","0","0","4","0","0","6 months","No","No","True","True","False","False","False","False","True","True","False","True","True","True","True","False","True","True","False","False","False","True","True","False","True","True"
"2016/05/10 9:59:15 AM GMT+1","Yes","","","","","","No","Very Likely","Not sure","Overcoming challenges;Improving software quality;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Gaining expert knowledge of a product;Seeing the big picture;Preventing disaster","I wanted to work with technology and computers;I was unemployed and needed a job;Testing paid a higher salary than my previous job;It seemed interesting;I did not like my previous job;I wanted to work in software development but did not know how to code;Someone who was not a tester recommended testing to me;I thought testing would be fun;I thought testing would be better than my previous job;I thought testing had good career prospects and progression","Likely","2 - 5 years","Business;Communications;Web platform","Yes, I had a different job before I started testing","Foundation course","Yes","No","0","0","0","0","4","0","0","1 year","Yes","No","True","False","True","False","False","False","True","False","True","False","False","False","True","False","False","True","True","True","False","False","False","True","True","False"
"2016/05/10 10:40:34 AM GMT+1","Yes","","","","","","Yes","Unlikely","Unlikely","Overcoming challenges;Improving software quality;Asking questions;Learning new things;Thinking critically;Solving problems;Working in a team;Engaging with other testers;Seeing the big picture;Preventing disaster","I wanted to work with technology and computers;I was unemployed and needed a job;I decided to apply for a testing job after attending a careers or jobs fair;I studied computing and saw testing as a way to use this knowledge","Likely","1 - 2 years","Energy;Health;airport industry","No, my very first job was a testing job.","Masters degree","Yes","No","0","0","0","0","0","0","0","6 months","Yes","No","True","True","True","False","False","False","True","True","True","True","False","True","True","False","True","False","True","True","False","True","True","True","True","True"
"2016/05/10 10:51:00 AM GMT+1","Yes","","","","","","No","Likely","Likely","Overcoming challenges;Improving software quality;Asking questions;Learning new things;Thinking critically;Solving problems;Working in a team;Engaging with other testers;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster","I was unemployed and needed a job;I did not like my previous job;Knew how to code but I did not want to work as a developer;I thought testing would be easy;I thought testing would be better than my previous job;My company was trying to hire testers and I wanted to change my role;I studied computing and saw testing as a way to use this knowledge","Not sure","2 - 5 years","Business;Communications;Social Media","Yes, I had a different job before I started testing","A-Levels or equivalent","Yes","No","0","0","0","0","0","0","0","1 month","No","No","False","False","True","False","True","False","False","False","True","True","False","True","True","False","False","True","False","True","False","True","False","True","True","False"
"2016/05/10 10:54:53 AM GMT+1","Yes","","","","","","No","Not sure","Not sure","Finding defects;Learning new things;Thinking critically;Working in a team;Engaging with other testers;Helping people;Working on a variety of different tasks","I wanted a new challenge;It seemed interesting;I did not like my previous job;I thought testing would be fun","Likely","less than a year","Business;Communications","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","0","0","0","0","0","0","6 months","Yes","Yes","True","True","True","True","False","False","True","False","True","True","True","False","True","False","True","True","False","True","True","True","True","True","True","False"
"2016/05/10 10:56:27 AM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Preventing disaster","I wanted a new challenge;I wanted to work with technology and computers;Testing paid a higher salary than my previous job;It seemed interesting;Someone who was not a tester recommended testing to me;I thought testing would be fun","Not sure","2 - 5 years","Business;Communications;Finance","Yes, I had a different job before I started testing","Bachelors degree","No","No","0","0","0","0","3","0","0","1 month","Yes","No","False","True","True","False","True","False","False","True","True","False","False","False","True","False","False","True","False","True","False","False","False","True","True","True"
"2016/05/10 12:11:00 PM GMT+1","Yes","","","","","","No","Very Likely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Learning new things;Thinking critically;Solving problems;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Seeing the big picture;Persuading people","I wanted to work at a specific company and this company advertised testing as an entry level position","Very Likely","5 - 10 years","Communications;Finance;Government","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","4","0","0","0","2","0","0","1 month","Yes","No","True","False","True","False","True","False","True","False","False","False","False","False","True","True","True","True","True","True","False","True","False","True","True","False"
"2016/05/10 12:33:07 PM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Improving software quality;Finding defects;Helping people","Knew how to code but I did not want to work as a developer;Someone who was not a tester recommended testing to me;I thought testing would be fun;I thought testing had good career prospects and progression;I studied computing and saw testing as a way to use this knowledge","Likely","2 - 5 years","Insurance;Sales","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","0","0","0","0","0","0","3 months","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","True","True","False","False","True","False","True","True","False","False","False"
"2016/05/11 5:19:37 AM GMT+1","Yes","","","","","","No","Likely","Very Likely","Overcoming challenges;Asking questions;Finding defects;Thinking critically;Identifying new problems;Generating new ideas;Gaining expert knowledge of a product","I wanted a new challenge;It seemed interesting","Likely","1 - 2 years","Business;Communications;Finance","No, my very first job was a testing job.","Bachelors degree","No","No","1","0","1","2","5","3","4","3 months","Yes","Yes","True","True","False","True","False","True","True","True","False","True","False","True","True","True","False","True","False","True","True","True","True","True","True","True"
"2016/05/11 10:44:37 AM GMT+1","Yes","","","","","","No","Very Likely","Not sure","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Preventing disaster;Persuading people","I wanted to work with technology and computers;It seemed interesting;Knew how to code but I did not want to work as a developer;I knew other testers which recommended testing to me;I studied computing and saw testing as a way to use this knowledge","Likely","2 - 5 years","Business;Communications;Government","No, my very first job was a testing job.","Bachelors degree","Yes","No","0","0","0","0","0","0","0","3 months","Yes","No","True","True","True","False","True","False","False","False","False","True","False","False","False","False","True","True","True","False","False","True","True","False","True","True"
"2016/05/11 12:18:17 PM GMT+1","Yes","","","","","","Yes","Very Likely","Unlikely","Improving software quality;Learning new things;Thinking critically;Solving problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Seeing the big picture","I wanted a new challenge;It seemed interesting;I thought testing would be fun;I thought testing would be better than my previous job;My company was trying to hire testers and I wanted to change my role","Very Likely","5 - 10 years","Finance;Games;Sales","Yes, I had a different job before I started testing","Masters degree","Yes","No","5","0","0","0","0","0","0","3 months","Yes","No","True","True","False","True","True","False","True","True","False","True","True","True","False","True","True","False","True","False","False","False","True","True","False","False"
"2016/05/12 9:20:52 AM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Overcoming challenges;Asking questions;Learning new things;Thinking critically;Solving problems;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Working on a variety of different tasks","I was unemployed and needed a job","Not sure","10 - 20 years","Aerospace;Government;Intelligence;Military","No, my very first job was a testing job.","Bachelors degree","No","No","0","0","0","0","0","0","0","2 years","No","No","False","True","True","True","False","False","True","True","True","True","False","True","True","True","False","True","False","True","False","True","True","True","True","False"
"2016/05/13 10:51:22 AM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Learning new things;Thinking critically;Solving problems","It seemed interesting;I did not like my previous job;I thought testing would be better than my previous job;I wanted to work at a specific company and this company advertised testing as an entry level position","Likely","5 - 10 years","Business;Energy;Finance;Government;Health;Social Media","Yes, I had a different job before I started testing","Masters degree","Yes","No","0","0","0","0","1","2","0","1 month","Yes","No","True","True","False","True","False","False","True","True","False","True","True","False","False","False","True","False","False","True","False","True","True","False","True","False"
"2016/05/13 10:56:47 AM GMT+1","No","Yes","I no longer work in Information Technology / Computing","promoted in to a different role - better opportunities","Yes","Yes","","","","Overcoming challenges;Improving software quality;Asking questions;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Persuading people","I wanted a new challenge;I wanted to work with technology and computers;It seemed interesting;I thought testing would be fun;I thought testing would be better than my previous job","Very Likely","2 - 5 years","travel","Yes, I had a different job before I started testing","A-Levels or equivalent","No","No","5","0","0","0","1","0","0","3 months","No","No","True","True","False","False","False","False","False","False","False","True","False","True","False","True","True","False","False","False","False","True","True","False","False","False"
"2016/05/13 10:57:24 AM GMT+1","Yes","","","","","","No","Very Likely","Not sure","Improving software quality;Learning new things;Solving problems;Gaining expert knowledge of a product;Seeing the big picture","I wanted a new challenge;It seemed interesting;I did not like my previous job;I wanted to work in software development but did not know how to code","Very Likely","More than 20 years","Business;Electronics;Sales;Social Media;Marketing","Yes, I had a different job before I started testing","None","","","0","0","0","0","0","0","0","1 month","Yes","No","True","True","True","False","False","False","True","False","True","True","False","True","True","False","False","True","True","True","False","True","False","True","True","True"
"2016/05/13 11:07:03 AM GMT+1","Yes","","","","","","Yes","Likely","Unlikely","Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Working in a team;Helping people;Seeing the big picture","I wanted to work with technology and computers;It seemed interesting;I thought testing would be fun","Not sure","10 - 20 years","Communications;Health;Social Media;eCommerce, Logistics","Yes, I had a different job before I started testing","Masters degree","Yes","No","2","5","5","5","2","0","0","6 months","No","No","True","True","False","False","False","False","True","True","False","True","False","True","False","True","True","False","False","True","False","True","True","False","True","False"
"2016/05/13 11:07:46 AM GMT+1","Yes","","","","","","Yes","Very unlikely","Unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Persuading people","I wanted a new challenge;Testing paid a higher salary than my previous job;It seemed interesting;Someone who was not a tester recommended testing to me;I thought testing would be fun;I thought testing would be better than my previous job;I thought testing had good career prospects and progression;I applied because the job advert stated no experience necessary;I wanted to work at a specific company and this company advertised testing as an entry level position","Very Likely","1 - 2 years","Airport Parking/Hotels/Lounges/Carhire/Insurance","Yes, I had a different job before I started testing","A-Levels or equivalent","No","No","0","0","0","0","0","0","0","3 months","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","False","False"
"2016/05/13 11:11:00 AM GMT+1","Yes","","","","","","Yes","Very unlikely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Persuading people","I wanted a new challenge;It seemed interesting;I did not like my previous job;I knew other testers which recommended testing to me;I thought testing would be better than my previous job;I thought testing had good career prospects and progression;I wanted to work at a specific company and this company advertised testing as an entry level position","Likely","1 - 2 years","Insurance;Travel","Yes, I had a different job before I started testing","A-Levels or equivalent","Yes","No","0","0","0","0","0","0","0","6 months","No","No","True","True","False","True","False","False","False","False","False","True","True","True","False","True","True","False","False","True","False","True","True","False","False","False"
"2016/05/13 11:15:37 AM GMT+1","Yes","","","","","","Yes","Very unlikely","Unlikely","All of the above","I wanted a new challenge;I thought testing would be fun","Likely","1 - 2 years","Travel and payment service","Yes, I had a different job before I started testing","A-Levels or equivalent","Yes","No","0","0","0","0","0","0","0","6 months","No","No","True","True","False","True","False","False","True","True","False","True","False","True","False","True","True","False","False","True","False","True","True","False","False","False"
